,Gene/Region,"HGNC/Dosage ID",GRCh38,"HI Score","TS Score","Triplo Disease","Triplo Disease ID",OMIM,Morbid,%HI,pLI,LOEUF,"Last Eval."
R,"15q14 population region (gnomAD-SV_v2.1_DEL_15_146738)",ISCA-46481,15:34417925-34564356,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/09/2021
R,"15q14 population region (gnomAD-SV_v2.1_DEL_15_146739)",ISCA-46482,15:34434156-34580684,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/09/2021
R,"15q24 recurrent region (LCR A-LCR C)",ISCA-46296,15:72671374-75215971,"3 (Sufficient Evidence)","1 (Little Evidence)",'-,'-,,,‐,‐,‐,01/03/2020
R,"15q24 recurrent region (LCR A-LCR D) (includes SIN3A)",ISCA-37396,15:72671374-75680568,"3 (Sufficient Evidence)","1 (Little Evidence)",'-,'-,,,‐,‐,‐,08/31/2018
R,"15q24 recurrent region (LCR C-LCR D) (includes SIN3A)",ISCA-46300,15:75339446-75680568,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,‐,‐,‐,01/13/2020
R,"15q25.2 recurrent region (proximal LCR B-LCR C)",ISCA-37500,15:82534140-84045981,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,‐,‐,‐,10/13/2016
R,"15q25.2q25.3 recurrent region (distal, LCR C-LCR D)",ISCA-37514,15:84596421-85169770,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,‐,‐,‐,06/26/2020
R,"16p11.2 population region (gnomAD-SV_v2.1_DEL_16_153568)",ISCA-46489,16:28703778-28759679,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"16p11.2 population region (gnomAD-SV_v2.1_DEL_16_153573)",ISCA-46490,16:28753678-28760679,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"16p11.2 population region (gnomAD-SV_v2.1_DEL_16_153860)",ISCA-46492,16:32644678-32790679,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"16p11.2 population region (gnomAD-SV_v2.1_DUP_16_42022)",ISCA-46491,16:32008678-32084679,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"16p11.2 recurrent region (distal, BP2-BP3) (includes SH2B1)",ISCA-37486,16:28811314-29035178,"3 (Sufficient Evidence)","1 (Little Evidence)",'-,'-,,,‐,‐,‐,03/09/2017
R,"16p11.2 recurrent region (proximal, BP4-BP5) (includes TBX6)",ISCA-37400,16:29638676-30188531,"3 (Sufficient Evidence)","3 (Sufficient Evidence)","chromosome 16p11.2 duplication syndrome",MONDO:0013847,,,‐,‐,‐,02/09/2017
R,"16p12.1 population region (DGV_Gold_Standard_June_2021_gssvL43366)",ISCA-46689,16:25054825-25126057,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"16p12.2 population region (DGV_Gold_Standard_June_2021_gssvG14372)",ISCA-46691,16:21500755-21584256,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"16p12.2 recurrent region (distal)(includes OTOA)",ISCA-46297,16:21558792-21729102,"30 (Autosomal Recessive)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,11/03/2019
R,"16p12.2 recurrent region (proximal) (includes EEF2K, CDR2)",ISCA-37409,16:21937124-22419483,"2 (Emerging Evidence)","0 (No Evidence)",'-,'-,,,‐,‐,‐,03/23/2018
R,"16p12.3 population region (gnomAD-SV_v2.1_DEL_16_152900)",ISCA-46488,16:18321142-18327143,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/12/2021
R,"16p13.11 population region (gnomAD-SV_v2.1_DEL_16_152730)",ISCA-46487,16:16235742-16270493,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/23/2021
R,"16p13.11 recurrent region (BP2-BP3) (includes MYH11)",ISCA-37415,16:15417854-16198408,"3 (Sufficient Evidence)","2 (Emerging Evidence)",'-,'-,,,‐,‐,‐,04/13/2021
R,"16p13.12 population region (gnomAD-SV_v2.1_DEL_16_152600)",ISCA-46485,16:14689142-14759293,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/09/2021
R,"16p13.3 population region (DGV_Gold_Standard_June_2021_gssvL41949)",ISCA-46690,16:1239936-1245279,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"16p13.3 population region (gnomAD-SV_v2.1_DEL_16_151010)",ISCA-46483,:-,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/09/2021
R,"16p13.3 region (includes CREBBP)",ISCA-37406,16:3725055-3880120,"3 (Sufficient Evidence)","1 (Little Evidence)",'-,'-,,,‐,‐,‐,06/09/2016
R,"16q22.1 population region (gnomAD-SV_v2.1_DUP_16_42449)",ISCA-46493,16:70060340-70209053,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"16q22.2 population region (DGV_Gold_Standard_June_2021_gssvG15245)",ISCA-46692,16:72054616-72082165,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"16q23.1 population region (DGV_Gold_Standard_June_2021_gssvG15270)",ISCA-46693,16:74354039-74425264,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17p11.2 population region (DGV_Gold_Standard_June_2021_gssvG16012)",ISCA-46702,17:16757446-16804519,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17p11.2 population region (DGV_Gold_Standard_June_2021_gssvG16017)",ISCA-46703,17:16808258-16821368,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17p11.2 population region (DGV_Gold_Standard_June_2021_gssvG16067)",ISCA-46704,17:18458425-18520558,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17p11.2 population region (DGV_Gold_Standard_June_2021_gssvG16095)",ISCA-46705,17:18456500-18473362,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17p11.2 population region (DGV_Gold_Standard_June_2021_gssvL48375)",ISCA-46699,17:16808292-16821367,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17p11.2 population region (DGV_Gold_Standard_June_2021_gssvL48476)",ISCA-46700,17:18515275-18561800,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17p11.2 population region (DGV_Gold_Standard_June_2021_gssvL48488)",ISCA-46701,17:18456476-18473409,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17p11.2 population region (gnomAD-SV_v2.1_DEL_17_159047)",ISCA-46494,17:18426684-18561836,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17p11.2 population region (gnomAD-SV_v2.1_DEL_17_159095)",ISCA-46495,17:19111686-19150687,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17p11.2 recurrent (SMS/PLS) region (includes RAI1)",ISCA-37418,17:16906714-20309889,"3 (Sufficient Evidence)","3 (Sufficient Evidence)","Potocki-Lupski syndrome",MONDO:0012574,,,‐,‐,‐,11/21/2013
R,"17p12 recurrent (HNPP/CMT1A) region (includes PMP22)",ISCA-37436,17:14194598-15519638,"3 (Sufficient Evidence)","3 (Sufficient Evidence)","Charcot-Marie-Tooth disease type 1A",MONDO:0007309,,,‐,‐,‐,10/13/2016
R,"17p13.3 (Miller-Dieker syndrome) region (includes YWHAE and PAFAH1B1)",ISCA-37430,17:1344539-2685615,"3 (Sufficient Evidence)","3 (Sufficient Evidence)","chromosome 17p13.3 duplication syndrome",MONDO:0013182,,,‐,‐,‐,11/10/2016
R,"17q11.2 recurrent region (includes NF1)",ISCA-37431,17:30780079-31937008,"3 (Sufficient Evidence)","2 (Emerging Evidence)","chromosome 17q11.2 duplication syndrome, 1.4-mb",MONDO:0030032,,,‐,‐,‐,10/12/2020
R,"17q12 population region (DGV_Gold_Standard_June_2021_gssvG16427)",ISCA-46706,17:36175580-36196832,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q12 population region (DGV_Gold_Standard_June_2021_gssvL49126)",ISCA-46698,17:36182399-36224174,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q12 recurrent (RCAD syndrome) region (includes HNF1B)",ISCA-37432,17:36458167-37854616,"3 (Sufficient Evidence)","3 (Sufficient Evidence)","chromosome 17q12 duplication syndrome",MONDO:0013796,,,‐,‐,‐,06/16/2022
R,"17q21.2 population region (DGV_Gold_Standard_June_2021_gssvG16538)",ISCA-46707,17:41375466-41383480,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.2 population region (DGV_Gold_Standard_June_2021_gssvL49379)",ISCA-46697,17:41227065-41240192,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.2 population region (DGV_Gold_Standard_June_2021_gssvL49383)",ISCA-46694,17:41228039-41236306,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.2 population region (DGV_Gold_Standard_June_2021_gssvL49384)",ISCA-46695,17:41266736-41274275,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.2 population region (DGV_Gold_Standard_June_2021_gssvL49386)",ISCA-46696,17:41272898-41277342,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.2 population region (gnomAD-SV_v2.1_DEL_17_160287)",ISCA-46496,17:41227747-41238748,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.2 population region (gnomAD-SV_v2.1_DEL_17_160290)",ISCA-46497,17:41265541-41275893,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.2 population region (gnomAD-SV_v2.1_DUP_17_44064)",ISCA-46498,17:41375714-41383037,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.3 recurrent region (includes KANSL1)",ISCA-37420,17:45627800-46087514,"3 (Sufficient Evidence)","1 (Little Evidence)",'-,'-,,,‐,‐,‐,08/10/2020
R,"17q21.31 population region (gnomAD-SV_v2.1_DEL_17_160658)",ISCA-46499,17:46291633-46302634,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.31 population region (gnomAD-SV_v2.1_DEL_17_160659)",ISCA-46500,17:46304333-46309634,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.31 population region (gnomAD-SV_v2.1_DEL_17_160662)",ISCA-46501,17:46321733-46328334,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.31 population region (gnomAD-SV_v2.1_DEL_17_160663)",ISCA-46502,17:46323833-46341084,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.31 population region (gnomAD-SV_v2.1_DEL_17_160664)",ISCA-46503,17:46326533-46332534,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.31 population region (gnomAD-SV_v2.1_DEL_17_160670)",ISCA-46504,17:46560633-46575634,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q23.1q23.2 recurrent region (includes TBX2, TBX4)",ISCA-37501,17:60035641-62198448,"3 (Sufficient Evidence)","2 (Emerging Evidence)",'-,'-,,,‐,‐,‐,11/20/2018
R,"18p11.21 population region (DGV_Gold_Standard_June_2021_gssvG17388)",ISCA-46711,18:14432554-14565139,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"18p11.22 population region (DGV_Gold_Standard_June_2021_gssvL52196)",ISCA-46709,18:9784175-9793227,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"18p11.31 population region (DGV_Gold_Standard_June_2021_gssvL51911)",ISCA-46708,18:3568885-3571732,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"18q11.2 population region (DGV_Gold_Standard_June_2021_gssvL52661)",ISCA-46710,18:26167795-26171731,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"18q21.1 population region (DGV_Gold_Standard_June_2021_gssvG17872)",ISCA-46712,18:46962327-46978121,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19p12 population region (DGV_Gold_Standard_June_2021_gssvL57316)",ISCA-46716,19:20412004-20542598,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19p12 population region (DGV_Gold_Standard_June_2021_gssvL57428)",ISCA-46718,19:21904297-22959138,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19p13.12 population region (DGV_Gold_Standard_June_2021_gssvL57062)",ISCA-46715,19:15616920-15676907,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19p13.2 population region (gnomAD-SV_v2.1_DUP_19_46817)",ISCA-46505,19:7019163-7060489,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19q13.12 population region (gnomAD-SV_v2.1_DEL_19_172006)",ISCA-46506,19:35360097-35372373,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19q13.3 region (PSG gene cluster)",ISCA-37483,19:42738644-43237158,"40 (Dosage Sensitivity Unlikely)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,03/13/2014
R,"19q13.31 population region (gnomAD-SV_v2.1_DEL_19_172625)",ISCA-46507,19:43196814-43260657,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19q13.31 population region (gnomAD-SV_v2.1_DEL_19_172626)",ISCA-46508,19:43196847-43211848,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19q13.32 population region (DGV_Gold_Standard_June_2021_gssvL58890)",ISCA-46714,19:46119085-46125218,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19q13.41 population region (gnomAD-SV_v2.1_DEL_19_173443)",ISCA-46509,19:51624746-51636147,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19q13.41 population region (gnomAD-SV_v2.1_DEL_19_173445)",ISCA-46510,19:51631046-51645747,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19q13.41 population region (gnomAD-SV_v2.1_DEL_19_173549)",ISCA-46511,19:52812971-52820472,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19q13.42 population region (DGV_Gold_Standard_June_2021_gssvG19479)",ISCA-46717,19:55769264-55778196,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19q13.42 population region (DGV_Gold_Standard_June_2021_gssvL59370)",ISCA-46713,19:53436136-53473398,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173749)",ISCA-46512,19:54297004-54303769,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173800)",ISCA-46513,19:54734133-54739234,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173801)",ISCA-46514,19:54739307-54755684,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173802)",ISCA-46515,19:54740153-54745554,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173803)",ISCA-46516,19:54745547-54777548,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173805)",ISCA-46517,19:54763397-54770148,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173806)",ISCA-46518,19:54766547-54776548,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173807)",ISCA-46519,19:54774547-54781548,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/03/2021
R,"19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173809)",ISCA-46520,19:54781547-54786548,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/03/2021
R,"19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173811)",ISCA-46521,19:54790047-54812548,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/03/2021
R,"19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173812)",ISCA-46522,19:54803444-54812145,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/03/2021
R,"19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173816)",ISCA-46523,19:54849044-54858545,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/03/2021
R,"19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173817)",ISCA-46524,19:54856544-54861645,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/03/2021
R,"1p13.3 population region (DGV_Gold_Standard_June_2021_gssvG1423)",ISCA-46558,1:108374690-108457706,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/06/2021
R,"1p13.3 population region (gnomAD-SV_v2.1_DEL_1_6959)",ISCA-46322,1:108380727-108453478,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/06/2021
R,"1p13.3 population region (gnomAD-SV_v2.1_DEL_1_7022)",ISCA-46323,1:109687572-109711959,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/06/2021
R,"1p21.1 population region (gnomAD-SV_v2.1_DUP_1_1884)",ISCA-46321,1:103648377-103760578,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/06/2021
R,"1p31.3 population region (DGV_Gold_Standard_June_2021_gssvL2940)",ISCA-46567,1:62188989-62191539,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/06/2021
R,"1p31.3 population region (DGV_Gold_Standard_June_2021_gssvL3013)",ISCA-46568,1:64374229-64386185,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/06/2021
R,"1p36 terminal region (includes GABRD)",ISCA-37434,"1:898703 -6229913","3 (Sufficient Evidence)","2 (Emerging Evidence)",'-,'-,,,‐,‐,‐,05/31/2016
R,"1p36.11 population region (gnomAD-SV_v2.1_DEL_1_1834)",ISCA-46313,1:23957509-23964510,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/12/2021
R,"1p36.11 population region (gnomAD-SV_v2.1_DEL_1_1937)",ISCA-46314,1:25266308-25324509,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/17/2021
R,"1p36.11 population region (gnomAD-SV_v2.1_DEL_1_1938)",ISCA-46315,1:25267208-25283709,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/12/2021
R,"1p36.11 population region (gnomAD-SV_v2.1_DEL_1_1939)",ISCA-46316,1:25287508-25294509,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/17/2021
R,"1p36.11 population region (gnomAD-SV_v2.1_DEL_1_1941)",ISCA-46317,1:25304408-25309509,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/17/2021
R,"1p36.11 population region (gnomAD-SV_v2.1_DEL_1_1943)",ISCA-46318,1:25313008-25323509,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/12/2021
R,"1p36.11 population region (gnomAD-SV_v2.1_DEL_1_1944)",ISCA-46319,1:25317908-25323009,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/17/2021
R,"1p36.11 population region (gnomAD-SV_v2.1_DEL_1_1945)",ISCA-46320,1:25328508-25334859,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/12/2021
R,"1p36.12 population region (DGV_Gold_Standard_June_2021_gssvL1420)",ISCA-46566,1:21986630-22009219,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/06/2021
R,"1p36.13 population region (DGV_Gold_Standard_June_2021_gssvL1195)",ISCA-46565,1:16682950-16686282,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/06/2021
R,"1p36.21 population region (DGV_Gold_Standard_June_2021_gssvG371)",ISCA-46557,1:12837756-12862385,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/06/2021
R,"1p36.21 population region (DGV_Gold_Standard_June_2021_gssvL1108)",ISCA-46563,1:15825195-15829107,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/06/2021
R,"1p36.21 population region (DGV_Gold_Standard_June_2021_gssvL1109)",ISCA-46564,1:15826172-15829022,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/06/2021
R,"1p36.21 population region (DGV_Gold_Standard_June_2021_gssvL889)",ISCA-46560,1:13366389-13447984,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/06/2021
R,"1p36.21 population region (DGV_Gold_Standard_June_2021_gssvL891)",ISCA-46561,1:12826782-12882210,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/06/2021
R,"1p36.21 population region (DGV_Gold_Standard_June_2021_gssvL905)",ISCA-46562,1:12839542-12864430,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/06/2021
R,"1p36.21 population region (gnomAD-SV_v2.1_DEL_1_1085)",ISCA-46309,1:12836571-12870422,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/06/2021
R,"1p36.21 population region (gnomAD-SV_v2.1_DEL_1_1089)",ISCA-46310,1:12890169-12906170,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/06/2021
R,"1p36.21 population region (gnomAD-SV_v2.1_DEL_1_1094)",ISCA-46311,1:12929369-12939070,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/06/2021
R,"1p36.21 population region (gnomAD-SV_v2.1_DEL_1_1100)",ISCA-46312,1:13040162-13049863,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/06/2021
R,"1p36.21 population region (gnomAD-SV_v2.1_DUP_1_507)",ISCA-46308,1:12835148-12880149,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/06/2021
R,"1p36.33 population region ((DGV_Gold_Standard_June_2021_gssvG23))",ISCA-46554,1:777659-820629,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/06/2021
R,"1p36.33 population region (DGV_Gold_Standard_June_2021_gssvG23)",ISCA-46556,1:777659-820629,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/06/2021
R,"1p36.33 population region (gnomAD-SV_v2.1_DEL_1_11)",ISCA-46306,1:455336-493087,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/06/2021
